,acc,loss
0,0.4901960796000911,0.7454113422655592
1,0.5490196078431373,0.737705743780323
2,0.5392156862745098,0.7305868992618486
3,0.6666666654979482,0.7257860384735406
4,0.6764705882352942,0.7200842616604823
5,0.6862745098039216,0.7139432371831408
6,0.6960784316647286,0.7079875095217836
7,0.7254901972471499,0.702425925170674
8,0.7352941164783403,0.6978123749003691
9,0.7549019607843137,0.6907537147110584
10,0.7549019607843137,0.6844252254448685
11,0.7647058811842227,0.6795385818855435
12,0.7647058835216597,0.6728926102320353
13,0.7745098027528501,0.6641479859165117
14,0.7843137243214775,0.6567260506106358
15,0.7647058835216597,0.6470559601690254
16,0.7843137254901961,0.6386288217469758
17,0.7843137254901961,0.628395585452809
18,0.7745098050902871,0.6164582757388845
19,0.7843137266589146,0.603896397001603
20,0.7843137243214775,0.5906106595899544
21,0.7745098027528501,0.5703116655349731
22,0.8039215697961695,0.5586340392337126
23,0.8235294105959874,0.5400387925260207
24,0.8137254901960784,0.5154572269495796
25,0.8529411764705882,0.49913133534730647
26,0.8333333321646148,0.4661184350649516
27,0.8627450968704972,0.455245901556576
28,0.8333333333333334,0.43660374482472736
29,0.8333333333333334,0.42876481191784727
