,acc,loss
0,0.5,1.7870146925166501
1,0.4999999989897518,1.5387838735418804
2,0.5,1.3448778633343972
3,0.500000000505124,1.1945831614025568
4,0.5084745767763106,1.0785176915637518
5,0.5084745762711864,0.9888988066527803
6,0.5423728823661804,0.9195756659669391
7,0.6101694915254238,0.8656545988583969
8,0.593220339993299,0.8237993191864531
9,0.6440677966101694,0.7909836496336985
10,0.6525423718711078,0.7655807026362015
11,0.677966100684667,0.7452229039143707
12,0.6525423718711078,0.7279837192115137
13,0.6949152542372882,0.7091529268329426
14,0.677966100684667,0.6846332337896702
15,0.635593220338983,0.6799608489214364
16,0.69491525322704,0.6538617408881753
17,0.7033898305084746,0.6214151912826603
18,0.7372881366034686,0.5826366523564872
19,0.7288135603322821,0.5769763710135121
20,0.7288135593220338,0.5616589385574147
21,0.7203389820405992,0.5587152798297041
22,0.7203389835559716,0.5523489097417411
23,0.7627118633965314,0.5436553338826713
24,0.7457627108541586,0.5406622149176517
25,0.7288135603322821,0.5289173196938078
26,0.7288135603322821,0.5520621507854785
27,0.7203389840610956,0.557386311434083
28,0.7457627108541586,0.5389779114117057
29,0.7542372891458414,0.5331451296806335
30,0.7457627118644068,0.5178318336858587
31,0.7457627108541586,0.5450049123521579
32,0.754237287125345,0.5328108744095947
33,0.7457627118644068,0.5335589834189011
34,0.7711864396677179,0.5338384448471716
35,0.754237287125345,0.5222313495005592
36,0.7542372891458414,0.5070713687751253
37,0.7627118633965314,0.5051588421150789
38,0.7627118644067796,0.5232803781153792
39,0.7711864409305281,0.5001840945017539
40,0.7457627108541586,0.5050736958697691
41,0.7372881366034686,0.5154288481857817
42,0.7203389820405992,0.5559175176135565
43,0.754237287125345,0.5199771634602951
44,0.7542372891458414,0.5335015402001849
45,0.7542372891458414,0.5134978890419006
46,0.788135593220339,0.4914926942122185
47,0.7711864396677179,0.4985780766454794
48,0.7288135583117857,0.5080800627247762
49,0.7796610159389044,0.5041353965209703
50,0.711864406779661,0.5237987081883317
51,0.745762712874655,0.4927561121471858
52,0.7711864416882143,0.5056269865925029
53,0.745762712874655,0.5060490465770333
54,0.7372881345829722,0.5090326111195451
55,0.7627118644067796,0.4999405357797267
56,0.7796610169491526,0.48929347931328465
57,0.7881355922100908,0.4823120216191825
58,0.754237287125345,0.4847286904262284
59,0.7711864416882143,0.5047556414442548
