,acc,loss
0,0.4915254237288136,0.9453236672837856
1,0.5677966101694916,0.8971648852703935
2,0.5423728818610564,0.8903684605986385
3,0.6016949152542372,0.868171924251621
4,0.576271186440678,0.8531727467553091
5,0.5847457627118644,0.8468450661432945
6,0.6186440688068584,0.8113872439174329
7,0.6355932208441072,0.809477220147343
8,0.7033898315187228,0.7693741947917615
9,0.7033898315187228,0.75146531957691
10,0.6949152552475364,0.7492549591145273
11,0.7457627108541586,0.7010988835561074
12,0.7542372891458414,0.6725317674168085
13,0.7711864396677179,0.6556447006888309
14,0.7796610169491526,0.6184286399412964
15,0.8389830508474576,0.6011920379380048
16,0.7796610179594008,0.5863691841141653
17,0.788135593220339,0.5834533193353879
18,0.8389830498372094,0.5403204327922756
19,0.8559322044000788,0.5131885884171825
20,0.8813559322033898,0.46999976796618964
21,0.8559322033898306,0.48938601653454666
22,0.8644067806712652,0.46681370876603206
23,0.8389830498372094,0.44934598672187936
24,0.898305085756011,0.43300926281233965
25,0.8983050837355145,0.40985643105991815
26,0.8813559322033898,0.4326364014108302
27,0.8728813569424516,0.3845597253007404
28,0.9067796610169492,0.3870590682757103
29,0.906779660006701,0.36234415840294404
