,acc,loss
0,0.5,0.7983625016960443
1,0.5,0.7693536047841988
2,0.6274509803921569,0.7472659548123678
3,0.7156862745098039,0.7276693979899088
4,0.7156862745098039,0.7085803665366828
5,0.7156862745098039,0.684232188206093
6,0.7254901960784313,0.6528578868099287
7,0.7450980392156863,0.6120289482322394
8,0.7156862745098039,0.5797013348224116
9,0.7352941176470589,0.5562654721970651
10,0.7352941176470589,0.5627360075127845
11,0.7647058823529411,0.5271505351160087
12,0.803921568627451,0.5040410219454298
13,0.8137254901960784,0.4736596985774882
14,0.8235294117647058,0.4405522381558138
15,0.7941176470588235,0.48563822987032873
16,0.803921568627451,0.454214741786321
17,0.7941176470588235,0.44371574182136386
18,0.8529411764705882,0.4059658272593629
19,0.8431372549019608,0.3942880817488128
20,0.7941176470588235,0.45863036899005666
21,0.8431372549019608,0.3857804799781126
22,0.8529411764705882,0.3895831166529188
23,0.8627450980392157,0.3558356117676286
24,0.8725490196078431,0.32222679549572514
25,0.8921568627450981,0.32965374489625293
26,0.9411764705882353,0.28872500360012054
27,0.8725490196078431,0.38316216611979054
28,0.8529411764705882,0.3257959647213711
29,0.8627450980392157,0.31439989688349707
