,acc,loss
0,0.4692982456140351,0.8152081516751072
1,0.5219298245614035,0.7906517637403387
2,0.5526315789473685,0.7784599829138371
3,0.543859649122807,0.772940575030812
4,0.5921052631578947,0.7534062956508837
5,0.6052631578947368,0.752642525915514
6,0.6754385964912281,0.7350366544305232
7,0.6578947368421053,0.7236350868877611
8,0.7149122807017544,0.695804802994979
9,0.6491228070175439,0.6914854760755572
10,0.7017543859649122,0.6628379602181284
11,0.7675438596491229,0.6389047221133584
12,0.7631578947368421,0.6304774901323151
13,0.7543859649122807,0.6107742368129262
14,0.7763157894736842,0.5875758811047203
15,0.7807017543859649,0.5715636663269579
16,0.8245614035087719,0.5504606690323144
17,0.8333333333333334,0.5294790037891322
18,0.8508771929824561,0.49518423540550366
19,0.8026315789473685,0.5091201412050348
20,0.8289473684210527,0.4809758286727102
21,0.8508771929824561,0.456147069993772
22,0.8596491228070176,0.43805007558119924
23,0.8771929824561403,0.4169382771901917
24,0.868421052631579,0.40928571056901364
25,0.868421052631579,0.4094294633781701
26,0.8859649122807017,0.4036732446729091
27,0.8859649122807017,0.39509492851140204
28,0.8859649122807017,0.36750550489676626
29,0.9166666666666666,0.3343748693403445
