,acc,loss
0,0.5789473684210527,0.761233409245809
1,0.6710526315789473,0.7427325050036112
2,0.7149122807017544,0.7255548165555585
3,0.7324561403508771,0.7062460288666842
4,0.7631578947368421,0.68269551846019
5,0.8026315789473685,0.6500916250965052
6,0.8114035087719298,0.5963590207852816
7,0.8508771929824561,0.49877993370357315
8,0.8947368421052632,0.3701680522215994
9,0.9078947368421053,0.31282507066141096
10,0.9298245614035088,0.2678805540005366
11,0.9166666666666666,0.23817607734286994
12,0.9298245614035088,0.2230676972029502
13,0.9298245614035088,0.20676598554117637
14,0.9385964912280702,0.1952971935010793
15,0.9385964912280702,0.1887643341171114
16,0.9517543859649122,0.18849302292392964
17,0.9517543859649122,0.17094401871426063
18,0.9429824561403509,0.17071847977084026
19,0.9517543859649122,0.16691017177021295
20,0.956140350877193,0.16663800023104014
21,0.956140350877193,0.16087037854288755
22,0.9649122807017544,0.1529939848472152
23,0.956140350877193,0.14943272437442812
24,0.9517543859649122,0.14680781725205874
25,0.9649122807017544,0.14958543212790237
26,0.956140350877193,0.14137660960356394
27,0.9649122807017544,0.13903318299797543
28,0.956140350877193,0.13789430652794085
29,0.9649122807017544,0.1477701375751119
30,0.9605263157894737,0.13383356259580245
31,0.9692982456140351,0.1304329610838179
32,0.9605263157894737,0.12589068279454582
33,0.9692982456140351,0.12896186479350977
34,0.9692982456140351,0.12907804221960537
35,0.9692982456140351,0.1204671353886002
36,0.9692982456140351,0.11249785752672899
37,0.9692982456140351,0.12003227101083387
38,0.9692982456140351,0.11049455508851168
39,0.9736842105263158,0.10001470383844878
