,acc,loss
0,0.5588235305804833,0.9329717229394352
1,0.5490196078431373,0.917996533945495
2,0.5294117647058824,0.9041701496816149
3,0.5392156851057913,0.9090547327901802
4,0.5098039215686274,0.9028425707536585
5,0.598039214517556,0.8644691366775363
6,0.5784313713803011,0.86522243420283
7,0.5588235294117647,0.8498410781224569
8,0.5686274521491107,0.8363921221564797
9,0.5196078434294346,0.8459037483907214
10,0.5588235294117647,0.8392585831529954
11,0.6470588246981303,0.8186578645425684
12,0.598039214517556,0.8022986720590031
13,0.686274508635203,0.7529780023238238
14,0.6176470594078887,0.7540577264393077
15,0.647058824113771,0.7561817461369085
16,0.6470588235294118,0.7650760494026483
17,0.5882352941176471,0.7488026233280406
18,0.6960784302038305,0.7219694513900607
19,0.5882352941176471,0.7466079873197219
20,0.6176470594078887,0.7324924281999177
21,0.6568627462667578,0.724261622802884
22,0.6764705894040126,0.6739372762979245
23,0.6176470588235294,0.6984104595932306
24,0.6764705870665756,0.6779896161135506
25,0.6470588223606932,0.680602279363894
26,0.6470588235294118,0.6732268310060688
27,0.6568627450980392,0.6627663373947144
28,0.6960784325412676,0.6062382962189469
29,0.6568627462667578,0.6257554970535577
